slug,last_commit_date,language,determination_tool,determination_date
reaCodes/excel-ex,2019-05-23T02:49:04Z,VBA,github-linguist 8.0.1,2024-10-10T00:28:23Z
Lavedonio/Excel_VBA,2019-05-23T03:38:43Z,VBA,github-linguist 8.0.1,2024-10-10T00:28:23Z
GloriaMendoza/ProyectoMC,2019-05-23T03:29:23Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
ryutakomori/revel,2019-05-23T05:08:34Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T00:28:23Z
AngelMarinWolf/ControlVehicular,2019-05-23T05:22:18Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
liamjewson/BattleshipGame,2019-05-23T05:11:51Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
prachikhanna84/vba,2019-05-23T05:41:24Z,VBScript,github-linguist 8.0.1,2024-10-10T00:28:23Z
SL0KY/Sudoky,2019-05-23T08:15:51Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
ieh333/VB,2019-05-23T08:18:01Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
kpkptown/php_todo_app,2019-05-23T09:11:25Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T00:28:23Z
opunkDoc47/dekstop-vbnet-parkir,2019-05-23T09:16:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
JacksiroKe/vSongVB,2019-05-23T09:30:06Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T00:28:23Z
eljawhari/goolglepg,2019-05-23T12:22:13Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
JonAnderM/juegoAlmi,2019-05-23T12:30:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
muhadif/jasa-pengiriman-vb10,2019-05-23T12:34:51Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
Padanian/ripartoACS,2019-05-23T13:07:47Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
ArthurBenbassat/anagrammen,2019-05-23T13:08:13Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
Tymurs/ISP7,2019-05-23T13:40:17Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
mrussojr/NYSPP_CAD,2019-05-23T14:26:14Z,VBA,github-linguist 8.0.1,2024-10-10T00:28:23Z
ufocombat/Letters,2019-05-23T14:56:30Z,None,github-linguist 8.0.1,2024-10-10T00:28:23Z
zipper1954/MyBank,2019-05-23T15:31:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
jvidence/disparate-impact,2019-05-23T15:46:06Z,VBA,github-linguist 8.0.1,2024-10-10T00:28:23Z
RownakCodes/Print-A-Triangle,2019-05-23T15:52:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
SergioRonchi/Atap,2019-05-23T16:08:16Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T00:28:23Z
robilic/Dict2JSON,2019-05-23T16:09:34Z,VBA,github-linguist 8.0.1,2024-10-10T00:28:23Z
robilic/VBPostData,2019-05-23T16:16:38Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T00:28:23Z
alvarpm/MyCrud,2019-05-23T16:43:41Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
GLuisF/RemoveChar,2019-05-23T18:05:23Z,VBScript,github-linguist 8.0.1,2024-10-10T00:28:23Z
jonathanatger/documentprocessing,2019-05-23T19:52:50Z,VBA,github-linguist 8.0.1,2024-10-10T00:28:23Z
Spiritual-Programmer/Monster-Adventures,2019-05-23T20:01:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T00:28:23Z
commanderjcc/FancyPants0,2019-05-22T01:58:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
rizaldisepta/Network-Monitoring-System-Using-VB,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-10T01:35:15Z
cbeni108/Stadium-Seating,2019-05-22T03:18:02Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
cbeni108/Math-Tutor,2019-05-22T03:20:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
junyoo96/Competition_Imbedded-Software-Competition-RoboBasic-Code,2019-05-22T08:46:29Z,BASIC,github-linguist 8.0.1,2024-10-10T01:35:15Z
chrisck77/VB_DIAdem_Codes,2019-05-22T08:58:57Z,VBScript,github-linguist 8.0.1,2024-10-10T01:35:15Z
girl-physicist/Algorithms,2019-05-22T11:03:26Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
softland-partes/KT000319,2019-05-22T15:01:02Z,VBScript,github-linguist 8.0.1,2024-10-10T01:35:15Z
Narzhan/bpmn-project,2019-05-22T15:26:58Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T01:35:15Z
lscarso/DISC,2019-05-22T15:34:39Z,VBScript,github-linguist 8.0.1,2024-10-10T01:35:15Z
naverlyn/Random-Number-Generator,2019-05-22T15:40:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
MainTime/2D-MapGen,2019-05-22T14:46:40Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
deckerth/IconLibrary,2019-05-22T16:11:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
dalon1/BeerSolution,2019-05-22T16:26:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
tetsu5555/docker-wordpress,2019-05-22T16:31:07Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T01:35:15Z
hex-ci/Othello,2019-05-22T16:38:12Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T01:35:15Z
pzpinfo/test123123,2019-05-22T17:57:35Z,BASIC,github-linguist 8.0.1,2024-10-10T01:35:15Z
mertcanaltin/DumanMessenger,2019-05-22T18:26:23Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
normal10as/pg2-s19e202-variables-operaciones-ynoue,2019-05-22T18:34:47Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
TTomaz23/Porta-dos-Desesperados,2019-05-22T18:48:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
bensherm/empty,2019-05-22T18:46:59Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
domhanak/jBPMNT,2019-05-22T20:04:55Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T01:35:15Z
Alexojeda73/hello-world,2019-05-22T20:13:26Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
SEDoug/vba_script_outlook_extract,2019-05-22T20:51:58Z,VBA,github-linguist 8.0.1,2024-10-10T01:35:15Z
wszatanowski/Excel_macros,2019-05-22T20:52:22Z,VBA,github-linguist 8.0.1,2024-10-10T01:35:15Z
normal10as/pg2-s19e202-variables-operaciones-Gonzalobarrioss,2019-05-22T21:10:50Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
rathkealedgt/circle-class-181122,2019-05-16T02:02:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
rathkealedgt/circle-class-161107,2019-05-16T02:02:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
rathkealedgt/circle-class-162037,2019-05-22T21:19:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
rathkealedgt/circle-class-161078,2019-05-16T02:02:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T01:35:15Z
normal10as/pg2-s19e202-variables-operaciones-GonzLeandro,2019-05-21T00:55:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
charJe/GreenChoice,2019-05-21T01:45:39Z,Apex,github-linguist 8.0.1,2024-10-10T02:30:23Z
normal10as/pg2-s19e202-variables-operaciones-charmorsa,2019-05-21T01:47:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
KatherineWyers/openvalid-msaccess,2019-05-21T03:24:30Z,VBA,github-linguist 8.0.1,2024-10-10T02:30:23Z
wolfbreeze/VBA,2019-05-21T05:26:33Z,VBScript,github-linguist 8.0.1,2024-10-10T02:30:23Z
myattadam/VBA-tools,2019-05-21T06:21:00Z,VBA,github-linguist 8.0.1,2024-10-10T02:30:23Z
AlliKalykov/OptimizationMethodsPrograms,2019-05-21T06:24:32Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
ThomasVerliefde/190411-VB-RelAmb02,2019-05-21T07:14:58Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
websitedesignanddeveloper/webNotification,2019-05-21T07:20:15Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
chigalexander/blank-script,2019-05-21T07:30:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
ftsrg/cheat-sheets,2019-05-21T08:31:26Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
Wisecracks/productivity,2019-05-21T08:40:12Z,VBScript,github-linguist 8.0.1,2024-10-10T02:30:23Z
leonfunnell/serialportbruteforcer,2019-05-21T08:53:30Z,VBScript,github-linguist 8.0.1,2024-10-10T02:30:23Z
AndrzejHarnas/kombinacje_bezpowtorzen,2019-05-21T09:13:49Z,VBA,github-linguist 8.0.1,2024-10-10T02:30:23Z
StephenKingJJY/finereport-workflow-docker,2019-05-21T09:40:36Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T02:30:23Z
philw/HexDump,2019-05-21T09:41:54Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
Jump0ts/Banco,2019-05-21T09:54:08Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
BauerPh/Robo-AuP17,2019-05-21T10:07:56Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
chand9948/demorepo,2019-05-21T10:18:26Z,VBScript,github-linguist 8.0.1,2024-10-10T02:30:23Z
aimuhire/Small-Library-Management-Desktop-App,2019-05-20T17:14:39Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
michaelxuzhi/visualBasic,2019-05-21T11:26:26Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T02:30:23Z
ckc64/alumniTracking,2019-03-26T13:14:22Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
Boirokk/SyntheticVolumeCalculatorRatio77_23,2019-05-21T12:03:08Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
WesleyTenor/Ponto_VBA,2019-05-21T12:17:08Z,VBA,github-linguist 8.0.1,2024-10-10T02:30:23Z
emacslisp/excel,2019-05-21T13:42:03Z,VBScript,github-linguist 8.0.1,2024-10-10T02:30:23Z
lele1415/CubeResultStatistics,2019-05-21T13:49:58Z,VBScript,github-linguist 8.0.1,2024-10-10T02:30:23Z
kongfs/vba-studio,2019-05-21T14:51:47Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T02:30:23Z
palmmute13/CAL-FACT,2019-05-21T15:15:02Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
JanSliw/BMP2Excel,2019-05-21T15:45:04Z,VBScript,github-linguist 8.0.1,2024-10-10T02:30:23Z
Konk99/Korki,2019-05-21T15:54:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
dcolomer/carretera-maldita,2019-05-21T17:34:39Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T02:30:23Z
chrissie1/NancyVBCore3,2019-05-21T18:02:36Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
Front-End-Releford/class-grade-average,2019-05-21T18:24:06Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
n01033296/SendEmail,2019-05-21T18:36:50Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T02:30:23Z
NxrFesdac/VBA_Stocks,2019-05-21T20:24:33Z,VBA,github-linguist 8.0.1,2024-10-10T02:30:23Z
rathkealedgt/AS91880,2019-05-21T21:33:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
lmacri72/AS91906,2019-05-21T21:40:03Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
Soumil2616/Ice-Cream-Parlour,2019-05-21T23:19:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
palmmute13/LOG-MASTER,2019-05-21T23:26:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
normal10as/pg2-s19e202-procedimientos-GonzLeandro,2019-05-21T23:54:30Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T02:30:23Z
KarieZzz/FlexCoreTest,2019-05-18T23:41:54Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T03:11:58Z
alpizano/Calculator-Project,2019-05-20T02:08:32Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
lovevantt/Miss-Dang-s-excel,2017-05-13T14:02:19Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
tsabunkar/google_home_mini_assistant_vbscript,2019-05-20T04:18:42Z,VBScript,github-linguist 8.0.1,2024-10-10T03:11:58Z
mjdelima/Java_File_Compliler,2019-05-20T06:51:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
chestnutxc/Cloudns,2019-05-20T07:14:20Z,VBScript,github-linguist 8.0.1,2024-10-10T03:11:58Z
kenijkawada/diner_matching,2019-05-20T08:26:01Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T03:11:58Z
DebalekhaChakraborty/Railway-Reservation-System-Using-Visual-Basic,2019-05-20T08:40:38Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T03:11:58Z
rafareyeslopez/excel-csv,2019-05-20T09:00:51Z,VBScript,github-linguist 8.0.1,2024-10-10T03:11:58Z
tuanna1503/rails_mysql_redis_sidekiq,2019-05-20T10:32:35Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T03:11:58Z
coffeestainio/CP,2019-05-20T10:53:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
EugeneNeuron/VBA,2019-05-20T13:19:09Z,VBA,github-linguist 8.0.1,2024-10-10T03:11:58Z
fattakbar/PakarMata,2019-05-20T14:11:34Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
DXC-sotto/lab,2019-05-20T14:18:03Z,VBScript,github-linguist 8.0.1,2024-10-10T03:11:58Z
MaurucoMarkon/Bingo_tablero,2019-05-20T15:27:27Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
jmorasf/Homework_Week2,2019-05-20T15:36:01Z,VBA,github-linguist 8.0.1,2024-10-10T03:11:58Z
KevinGonzalez235/bingoG08,2019-05-20T16:14:05Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
angmavrogiannis/Diploma-Thesis,2019-05-20T16:45:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
Lyceion/CoreVB-BASE,2019-05-20T18:11:06Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
mehmettek/Kelime-Kaydet,2019-05-20T18:42:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
normal10as/pg2-s19e202-variables-operaciones-Mauro11F,2019-05-20T18:44:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
gbmhunter/AltiumScriptCentral,2019-05-20T18:52:33Z,VBScript,github-linguist 8.0.1,2024-10-10T03:11:58Z
ddavness/Computer-Applications-Project,2019-05-20T19:12:03Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
marcus73/retromagazine_05,2019-05-20T19:40:52Z,FreeBasic,github-linguist 8.0.1,2024-10-10T03:11:58Z
Abdul-Rahmman/Bio-star-To-Daffater-Excell-Macro,2019-05-20T19:45:52Z,VBA,github-linguist 8.0.1,2024-10-10T03:11:58Z
softland-partes/KT000315,2019-05-20T20:19:57Z,VBScript,github-linguist 8.0.1,2024-10-10T03:11:58Z
manuelcuesta20/Informe-Suseso-Nomivativo,2019-05-20T21:15:27Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
dafarizkf/CRUD_visual,2019-05-20T21:14:58Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
softland-partes/AH000209,2019-05-20T21:16:29Z,VBScript,github-linguist 8.0.1,2024-10-10T03:11:58Z
normal10as/pg2-s19e202-procedimientos-Mauro11F,2019-05-20T23:20:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T03:11:58Z
daddyjab/StockReports,2019-05-19T03:03:29Z,VBA,github-linguist 8.0.1,2024-10-10T04:09:16Z
phreha/VBA-Homework,2019-05-19T03:14:54Z,VBScript,github-linguist 8.0.1,2024-10-10T04:09:16Z
Neelloc82/Bootcamp_HW_2,2019-05-19T03:18:44Z,VBScript,github-linguist 8.0.1,2024-10-10T04:09:16Z
tamitani/Sample,2019-05-19T03:49:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T04:09:16Z
frontflg/VBA_CalenderOnWallPaper,2019-05-19T04:00:14Z,VBA,github-linguist 8.0.1,2024-10-10T04:09:16Z
MeetLiren/VB,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-10T04:09:16Z
VictoorDaniel/BDMISOFERTAS,2019-05-19T05:13:51Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T04:09:16Z
vivekkumark/PMS,2019-05-19T05:32:33Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T04:09:16Z
jklug34/Stock-Market-Analysis,2019-05-19T05:49:22Z,VBScript,github-linguist 8.0.1,2024-10-10T04:09:16Z
vivekkumark/MESS,2019-05-19T06:23:54Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T04:09:16Z
liyanes/INI-Reader,2019-05-19T07:13:34Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T04:09:16Z
GushchinPavel/myrep,2019-05-19T07:21:45Z,FreeBasic,github-linguist 8.0.1,2024-10-10T04:09:16Z
pknehete/Test,2019-05-19T07:35:02Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T04:09:16Z
geekwisdom/gwWinTools,2019-05-19T13:02:23Z,VBScript,github-linguist 8.0.1,2024-10-10T04:09:16Z
venuli97/Battleship,2019-05-08T00:06:38Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T04:09:16Z
Chimi7/Projet-De-Gestion,2019-05-19T16:41:19Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T04:09:16Z
cachitoh54/Ctrl_Inv,2019-05-19T18:10:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T04:09:16Z
mbaron2/monestimationimmo,2019-05-19T18:35:34Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T04:09:16Z
gatsuxolotl/RuneMaker,2019-05-19T19:06:58Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T04:09:16Z
alpizano/Temperature-Conversion-Project,2019-05-19T20:29:56Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T04:09:16Z
robinleruth/Asset-Management,2019-05-19T21:54:25Z,VBA,github-linguist 8.0.1,2024-10-10T04:09:16Z
cachitoh54/Tablas_POM,2019-05-19T23:01:56Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T04:09:16Z
Diamondcreeper098/QBCUBE,2019-05-19T23:23:31Z,BASIC,github-linguist 8.0.1,2024-10-10T04:09:16Z
lousi8/tieba,2019-05-18T02:15:57Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T05:07:56Z
PedroReboli/acesso-e-login,2019-05-18T02:43:17Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T05:07:56Z
morphx666/PopUpKiller17,2019-05-18T03:28:00Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T05:07:56Z
kapilbhagat2906/ExcelMacros,2019-05-18T09:08:54Z,VBA,github-linguist 8.0.1,2024-10-10T05:07:56Z
TheEgid/RelocationArraysWithoutSelection,2019-05-18T09:26:17Z,VBA,github-linguist 8.0.1,2024-10-10T05:07:56Z
nicholasiii/Homework2,2019-05-18T13:19:56Z,VBA,github-linguist 8.0.1,2024-10-10T05:07:56Z
cchheang/Excel-Forms,2019-05-18T13:21:29Z,VBA,github-linguist 8.0.1,2024-10-10T05:07:56Z
swissembedded/em,2019-05-18T13:27:54Z,BASIC,github-linguist 8.0.1,2024-10-10T05:07:56Z
Yoorkin/XGraph,2019-05-18T05:06:58Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T05:07:56Z
SweetIceLolly/VB6-MemoryDC,2019-05-18T15:47:57Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T05:07:56Z
tomonoshin/ReadCSV,2019-05-18T15:55:12Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T05:07:56Z
irshadmn/bootcamo-home-Work-2,2019-05-18T16:03:59Z,VBA,github-linguist 8.0.1,2024-10-10T05:07:56Z
Teecoldly/wordskill,2019-05-18T16:26:13Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T05:07:56Z
campisicharles/homework2,2019-05-18T17:42:59Z,VBScript,github-linguist 8.0.1,2024-10-10T05:07:56Z
nandatanda/Flash-App,2019-05-07T17:38:52Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T05:07:56Z
lemartiens/ALGO,2019-05-18T20:34:09Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T05:07:56Z
functionfirst/buildmate-reports,2015-12-23T18:14:21Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T05:07:56Z
mgrove36/vocab-coverer,2019-05-18T21:31:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T05:07:56Z
manojguptamiriyala/customerRequest,2019-05-18T21:35:46Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T05:07:56Z
walk-onDev/headlights-gamma,2019-05-18T22:00:29Z,VBScript,github-linguist 8.0.1,2024-10-10T05:07:56Z
GopaNarayanJena/My_Library,2019-05-18T22:05:04Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T05:07:56Z
rathkealedgt/circle-class-13059,2019-05-16T02:02:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T06:10:49Z
rathkealedgt/circle-class-JHenson641,2019-05-16T02:02:10Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T06:10:49Z
steinmns/MovieSheet,2019-05-17T00:40:11Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T06:10:49Z
JunwooHa/visual-basic,2019-05-17T01:45:26Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T06:10:49Z
ardeora/Airline-Database,2019-05-17T01:54:37Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T06:10:49Z
ipums/excel-toolkit-framework,2018-11-15T21:51:30Z,VBA,github-linguist 8.0.1,2024-10-10T06:10:49Z
amolbch/QA_Openmrs_REPO_17_05_2019_M,2019-05-17T06:36:58Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T06:10:49Z
AlbertDanilov/Scan,2019-03-06T05:35:14Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T06:10:49Z
p4pupro/book-server,2019-05-17T08:28:32Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T06:10:49Z
geo-cat/VBA-practice,2019-05-17T08:34:37Z,VBA,github-linguist 8.0.1,2024-10-10T06:10:49Z
jiegouyun/outreader,2019-05-17T10:22:22Z,VBA,github-linguist 8.0.1,2024-10-10T06:10:49Z
malauron/FingerprintBiometricSoftware,2019-05-17T10:23:19Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T06:10:49Z
simeonch7/Smart-Printer-For-Android,2019-05-17T12:20:32Z,B4X,github-linguist 8.0.1,2024-10-10T06:10:49Z
robmcgrath90/VBcar,2019-05-17T12:26:43Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T06:10:49Z
RownakCodes/Voting-System,2019-05-17T15:00:03Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T06:10:49Z
wecreate1/Minesweeper,2019-05-17T14:53:22Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T06:10:49Z
ws-qcnssp/VBA-Utilities,2019-05-17T17:18:56Z,VBA,github-linguist 8.0.1,2024-10-10T06:10:49Z
gopalnunna/Test,2019-05-17T17:53:23Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T06:10:49Z
rwpcllc/VBA_Library,2019-05-17T18:08:44Z,VBA,github-linguist 8.0.1,2024-10-10T06:10:49Z
TDunlap-Nexius/PACE_Accuracy,2019-05-17T19:49:18Z,VBA,github-linguist 8.0.1,2024-10-10T06:10:49Z
AteneaPallares/WindowsApp1,2019-05-17T20:07:44Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T06:10:49Z
papadoxie/Pre-Release-P2,2019-05-17T20:23:25Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T06:10:49Z
6234456/Excel-FormatUtil,2019-05-17T21:24:42Z,VBA,github-linguist 8.0.1,2024-10-10T06:10:49Z
shadowsfn/Fortniteskinchanger,2019-05-17T22:01:54Z,VBScript,github-linguist 8.0.1,2024-10-10T06:10:49Z
muditsinghania/ta,2019-05-16T01:02:24Z,VBScript,github-linguist 8.0.1,2024-10-10T09:08:16Z
haunt07/AE_2019_komdat,2019-05-16T01:03:48Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T09:08:16Z
rathkealedgt/circle-class-kansaicamera,2019-05-13T10:03:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
rathkealedgt/circle-class-142019,2019-05-16T01:41:29Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
rathkealedgt/circle-class-Vorteke,2019-05-13T10:03:55Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
crawfo/vba-midi-file,2019-05-16T01:46:53Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T09:08:16Z
mason1900/QuickSolver,2019-05-16T02:35:38Z,VBA,github-linguist 8.0.1,2024-10-10T09:08:16Z
mason1900/GetHistoricalPriceFromYahoo,2019-05-16T02:57:33Z,VBA,github-linguist 8.0.1,2024-10-10T09:08:16Z
rathkealedgt/circle-class-Harryhdarling,2019-05-16T03:55:28Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
kwonjaeil98/battle-ship,2019-05-16T04:02:54Z,Visual Basic .NET,github-linguist 8.0.1,2024-10-10T09:08:16Z
BBS-Bill-Gates/malware,2019-05-16T06:19:28Z,VBScript,github-linguist 8.0.1,2024-10-10T09:08:16Z
arthurkay/container-presentation,2019-05-16T06:28:46Z,Visual Basic 6.0,github-linguist 8.0.1,2024-10-10T09:08:16Z
ArielCalix-zz/Code,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-10T09:08:16Z
semantmishra/StudentsManagerInVB,Unknown (repo deleted or no commits),Unknown,github-linguist 8.0.1,2024-10-10T09:08:16Z
